TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555705792,555705792,1,Bukit Jerut,Bukit Jerut Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,54.6029267205,54.6187672275297,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705793,555705793,1,Sungai Kial,Sungai Kial Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,5.34624002635,5.34777575420961,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705794,555705794,1,Gunung Siku,Gunung Siku Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,11.6002973944,11.6036473338691,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705796,555705796,1,Ulu Ichat,Ulu Ichat Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,2.617376047,2.61810189093349,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705795,555705795,1,Terla,Terla Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,18.5609240305,18.5661431831494,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705797,555705797,1,Batu Gangan,Batu Gangan Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,9.32207852616,9.32466534544542,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3702,3702,1,"Sungai Sia, Batu Talam, Rotan Tunggal","Sungai Sia, Batu Talam, Rotan Tunggal Water Catchment Forest",Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,710.836187464,711.005398385585,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3685,3685,1,"Rotan Tunggal, Kelau","Rotan Tunggal, Kelau Water Catchment Forest",Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,29.1636253116,29.1710170453802,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705798,555705798,1,Ibam Water Catchment Forest and Chini Water Catchment Forest,Ibam Water Catchment Forest and Chini Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,576.912483302,577.095581343882,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705799,555705799,1,Pukin,Pukin Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,39.890278134,39.9027616004524,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705800,555705800,1,Lesong,Lesong Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,177.546183628,177.602486959778,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705801,555705801,1,Bukit Gebok,Bukit Gebok Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,14.4459652059,14.4505507361686,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705802,555705802,1,Temiang,Temiang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,25.2912918195,25.2993657152367,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705806,555705806,1,Endau-Kluang,Endau-Kluang Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,VI,Not Applicable,0,0,0.165067138280708,969.607024585,969.915874749495,Not Applicable,0,Designated,1933,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705807,555705807,1,Gunung Benum,Gunung Benum Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,100.057663362,100.087751400423,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3683,3683,1,Jerantut,Jerantut Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,23.9334538443,23.9408268698228,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3651,3651,1,Tampin,Tampin Education Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,9.36542053691,9.36601577081511,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705808,555705808,1,Kenaboi,Kenaboi Education Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,4.18614071251,4.18686925973995,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705809,555705809,1,Ulu Teranum,Ulu Teranum Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,9.56756672875,9.5696801811275,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3678,3678,1,Bukit Tinggi,Bukit Tinggi Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,24.0321152197,24.0368766562379,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705810,555705810,1,Remen Chereh,Remen Chereh Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,5.90696843065,5.90837870206038,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705811,555705811,1,Berkelah,Berkelah Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,5.10786089491,5.10904567028856,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3715,3715,1,"Gunung Siku, Terla, Batu Gangan, Ulu Bertam, Mentigi, Ringlet","Gunung Siku, Terla, Batu Gangan, Ulu Bertam, Mentigi, Ringlet Water Catchment Forest",Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,12.998597444,13.0021843996448,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705812,555705812,1,Bukit Bertangga,Bukit Bertangga Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,11.3746327392,11.3782510965504,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9967,9967,1,Bukit Kutu,Bukit Kutu Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,VI,Not Applicable,0,0,0,19.4288311019,19.4321698259869,Not Applicable,0,Designated,1922,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3597,3597,1,Chebar Besar,Chebar Besar Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,14.3259004177,14.3303605002507,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kedah State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3624,3624,1,Ulu Muda,Ulu Muda Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,118.280231302,118.315970568994,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kedah State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3613,3613,1,Pedu,Pedu Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,139.568157087,139.610992071398,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kedah State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,1301,1301,1,Sungai Dusun,Sungai Dusun Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,Ib,Not Applicable,0,0,0,49.9764796116,49.9795612671308,Not Applicable,0,Designated,1964,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,198384,198384,1,Pulau Segantang Marine Park,Pulau Segantang Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.4287062323,42.8669422541698,0.4287062323,42.8792015240007,All,0.4287062323,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-02,MYS,MYS,Not Applicable,Not Applicable
Polygon,3150,3150,1,Tioman Island,Tioman Island Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,Ia,Not Applicable,0,0,0.0334111908405402,79.9876043828,79.9971924227105,Not Applicable,0,Designated,1972,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3706,3706,1,"Batu Talam, Sungai Sia","Batu Talam, Sungai Sia Soil Protection Forest",Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,123.026911239,123.054680118106,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705813,555705813,1,Batu Talam,Batu Talam Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,73.1817520369,73.1977990465176,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705814,555705814,1,Pulau Sembilan State Park,Pulau Sembilan State Park,State Park,State Park,National,II,Not Applicable,1,0,0.608345876124212,2.11347142038,2.11297305120559,Not Reported,0,Designated,2016,Sub-national ministry or agency,Not Reported,Perak State Park Corporation (PSPC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705816,555705816,1,Sungai Rek,Sungai Rek Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,17.2724636434,17.2729065706592,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3638,3638,1,Ulu Temiang,Ulu Temiang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,1.65597027372,1.65618717464043,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705818,555705818,1,Tadahan Air Cherok Tok Kun and Tadahan Air Berapit Water Catchment Forest,Tadahan Air Cherok Tok Kun and Tadahan Air Berapit Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,2.46423064493,2.46476068306177,Not Applicable,0,Designated,1989,Sub-national ministry or agency,Not Reported,Pulau Pinang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705819,555705819,1,Sungai Ketiar,Sungai Ketiar Forest Sanctuary for Wildlife,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0,140.681953385,140.695840779251,Not Applicable,0,Designated,2016,Sub-national ministry or agency,Not Reported,Terengganu State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705820,555705820,1,Taman Alam Kinta,Taman Alam Kinta,Nature Park,Nature Park,National,II,Not Applicable,0,0,0,3.95667741771,3.9573503875795,Not Applicable,0,Designated,2016,Sub-national ministry or agency,Not Reported,"Batu Gajah District Council, Perak",Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705821,555705821,1,Terenas,Terenas Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,20.67102191,20.6776140658632,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kedah State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3627,3627,1,Jedok,Jedok Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,6.75571096527,6.75653513826197,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705822,555705822,1,Tiga Ruang Turtle Sanctuary,Tiga Ruang Turtle Sanctuary,Turtle Sanctuary,Turtle Sanctuary,National,IV,Not Applicable,1,0,0.00729995545615667,0.0112752241631,0.0112705786573156,Not Reported,0,Designated,2006,Sub-national ministry or agency,Not Reported,District Office (Besut),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,19648,19648,1,Pulau Lang Tengah Marine Park,Pulau Lang Tengah Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.6157874681,60.9301642504732,0.6157874681,61.5508478226316,All,0.6157874681,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,198394,198394,1,Pulau Pemanggil Marine Park,Pulau Pemanggil Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.960744254,95.7363378920465,0.960744254,96.0858851123173,All,0.960744254,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,198395,198395,1,Pulau Aur Marine Park,Pulau Aur Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,1.011817054,100.04699532239,1.011817054,101.189806662792,All,1.011817054,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,198399,198399,1,Pulau Kapas Marine Park,Pulau Kapas Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.2397967336,23.8901881089639,0.2397967336,23.9699340865621,All,0.2397967336,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,198407,198407,1,Pulau Pinang Marine Park,Pulau Pinang Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,163.276459918,47.1739860071288,163.276459918,47.7205783955441,All,163.276459918,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,198406,198406,1,Pulau Ekor Tebu Marine Park,Pulau Ekor Tebu Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.1,41.1185531899806,0.1,41.6240393207524,All,0.1,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,198402,198402,1,Pulau Lima Marine Park,Pulau Lima Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.34,44.7043738996782,0.34,44.9862071331345,All,0.34,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,198401,198401,1,Pulau Susu Dara Marine Park,Pulau Susu Dara Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.32,49.1267413960449,0.32,49.3559676772248,All,0.32,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,9786,9786,1,Pulau Redang Marine Park,Pulau Redang Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,3.73,122.819447095971,27.79,123.868015084442,All,3.73,Designated,1999,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,19647,19647,1,Pulau Perhentian Kecil Marine Park,Pulau Perhentian Kecil Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.19,80.2470674451692,6.38,80.8847414827545,All,0.19,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,198383,198383,1,Pulau Lembu Marine Park,Pulau Lembu Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.51,44.9475412302499,0.51,45.3714127609883,All,0.51,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-02,MYS,MYS,Not Applicable,Not Applicable
Polygon,10028,10028,1,Pulau Perhentian Besar Marine Park,Pulau Perhentian Besar Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.5,88.757418124488,9.86,89.4200498145116,All,0.5,Designated,1999,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705835,555705835,1,Pulau Rusukan Besar Marine Park,Pulau Rusukan Besar Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,12.4719173361801,0,12.7046746798323,All,0,Designated,2000,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-15,MYS,MYS,Not Applicable,Not Applicable
Polygon,555635839,555635839,1,Pulau Sembilang Marine Park,Pulau Sembilang Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,137.8,58.8980716144639,137.8,59.974656575755,All,137.8,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,198381,198381,1,Pulau Payar Marine Park,Pulau Payar Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.55,54.9179818264732,0.55,55.3418533572117,All,0.55,Designated,1999,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-02,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705823,555705823,1,Pulau Seri Buat Marine Park,Pulau Seri Buat Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.98250405,75.7551225136475,0.982504,76.8229841706143,All,0.98250405,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,198382,198382,1,Pulau Kacha Marine Park,Pulau Kacha Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.34,44.3898961343462,0.34,44.8137676650847,All,0.34,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-02,MYS,MYS,Not Applicable,Not Applicable
Polygon,555635840,555635840,1,Pulau Babi Besar Marine Park,Pulau Babi Besar Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,1.95573966,78.9279055339275,1.95574,79.5245164624319,All,1.95573966,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),None,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705824,555705824,1,Pulau Babi Tengah Marine Park,Pulau Babi Tengah Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,48.3142100083226,0,48.9474987239517,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705825,555705825,1,Pulau Babi Hujong Marine Park,Pulau Babi Hujong Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,49.8628460202943,0,50.4029673853673,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705826,555705826,1,Pulau Rawa Marine Park,Pulau Rawa Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,48.2656663278149,0,48.4385578687246,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705827,555705827,1,Pulau Harimau Marine Park,Pulau Harimau Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,46.6922429299212,0,46.8363856009034,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705828,555705828,1,Pulau Mensirip Marine Park,Pulau Mensirip Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,46.3087880962504,0,46.5051040460645,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705829,555705829,1,Pulau Gual Marine Park,Pulau Gual Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,45.3047878683912,0,45.5135540913052,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705831,555705831,1,Pulau Sibu Marine Park,Pulau Sibu Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,90.3310947869141,0,90.7946647875936,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555635837,555635837,1,Pulau Tinggi Marine Park,Pulau Tinggi Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,2.2586753,100.041559191079,2.258675,100.84372799784,All,2.2586753,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Existing,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705830,555705830,1,Pulau Mentigi Marine Park,Pulau Mentigi Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,33.5420265111045,0,33.7454383276149,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705832,555705832,1,Pulau Sibu Hujong Marine Park,Pulau Sibu Hujong Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,44.9556555031315,0,45.1175567320451,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-01,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705833,555705833,1,Pulau Nyireh Marine Park,Pulau Nyireh Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,50.3443198824847,0,50.3768532542543,All,0,Designated,1998,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,555635838,555635838,1,Pulau Tenggol Marine Park,Pulau Tenggol Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.99005545,69.0191246505871,0.990055,69.2115807520746,All,0.99005545,Designated,1998,Federal or national ministry or agency,State,Department of Fisheries (DOF),None,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,555635841,555635841,1,Pulau Kuraman Marine Park,Pulau Kuraman Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.92882955,21.3505254527187,0.92883,22.0249191182606,All,0.92882955,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),None,State Verified,1998,MY-15,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705834,555705834,1,Pulau Rusukan Kecil Marine Park,Pulau Rusukan Kecil Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,11.9533104066004,0,12.15171976378,All,0,Designated,2000,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-15,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705836,555705836,1,Pulau Sepoi Marine Park,Pulau Sepoi Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,47.3918130659176,0,47.398058861738,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705837,555705837,1,Pulau Labas Marine Park,Pulau Labas Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,48.0703650356315,0,48.0766108314519,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705838,555705838,1,Pulau Ceben Marine Park,Pulau Ceben Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,45.6431296094367,0,46.1095571739813,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
